"","title","doi","arxiv_id","ads_id","altmetric_jid","issns","journal","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","type","altmetric_id","cited_by_gplus_count","cited_by_fbwalls_count","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","cited_by_feeds_count","cited_by_rdts_count","cited_by_msm_count","cited_by_delicious_count","cited_by_forum_count","cited_by_qs_count","cited_by_rh_count","cited_by_wikipedia_count","score","citeulike","mendeley","connotea","url","added_on","published_on","subjects","scopus_subjects","last_updated","readers_count","details_url","pmid","abstract","abstract_source","pmc","cited_by_pinners_count","cited_by_videos_count","schema","is_oa","cited_by_posts_count.1","cited_by_tweeters_count.1","cited_by_accounts_count.1","cited_by_wikipedia_count.1","cited_by_weibo_count","cited_by_policies_count","isbns"
"257","Multidimensional Social Network in the Social Recommender System","10.1109/tsmca.2011.2132707","1303.0093",NA,"4f6fa4ed3cf058f610002a73",",","IEEE Transactions on Systems, Man & Cybernetics: Part A","4504945","5.0973687710101","641670","85","3861253","34","4.499696969697","5","85","29","89122","6.3624100268175","14900","83","74164","1","0","1","1","0","article","1276922",NA,1,13,10,11,NA,NA,NA,NA,NA,NA,NA,NA,5.85,"7","88","0","http://dx.doi.org/10.1109/tsmca.2011.2132707",1362361345,1293840000,",","Engineering, Computer Science, Physical Sciences, ",1363158588,95,"http://www.altmetric.com/details.php?citation_id=1276922",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"258","Label-dependent Feature Extraction in Social Networks for Node
  Classification","10.1007/978-3-642-16567-2_7","1303.0095","2010LNCS.6430...89K","arxiv",",","arXiv","4505285","5.0995569853359","3050244","29","1341924","281989","2.55240667688","185996","27","77127","89123","6.3694268306367","58456","31","28167","1","0","1","1","0","article","1276939",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"0","0","0","http://dx.doi.org/10.1007/978-3-642-16567-2_7",1362362013,NA,",",", ",1362410193,0,"http://www.altmetric.com/details.php?citation_id=1276939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Social Recommendations within the Multimedia Sharing Systems","10.1007/978-3-540-87781-3_40","1303.0284",NA,"arxiv",",","arXiv","4507953","5.1586375230457","1974031","53","2429343","282380","2.2369562963252","58589","76","215298","89134","6.4989823522153","35614","56","50652","1","0","1","1","0","article","1278942",NA,NA,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"0","0","0","http://dx.doi.org/10.1007/978-3-540-87781-3_40",1362447534,NA,",",", ",1362505103,0,"http://www.altmetric.com/details.php?citation_id=1278942",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"260","Efficient Learning Strategy of Chinese Characters Based on Network Approach","10.1371/journal.pone.0069745",NA,NA,"4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE","4507280","5.1336924524522","1785162","58","2640810","80037","8.3320977809987","30000","59","47972","93449","7.7693765516653","33159","62","58402","3733","11.309013933548","1492","57","2146","article",NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,"0","13","0","http://dx.doi.org/10.1371/journal.pone.0069745",1377441176,1377043200,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1384695965,13,"http://www.altmetric.com/details.php?citation_id=1709564","23990887","We develop an efficient learning strategy of Chinese characters based on the network of the hierarchical structural relations between Chinese characters. A more efficient strategy is that of learning the same number of useful Chinese characters in less effort or time. We construct a node-weighted network of Chinese characters, where character usage frequencies are used as node weights. Using this hierarchical node-weighted network, we propose a new learning method, the distributed node weight (DNW) strategy, which is based on a new measure of nodes' importance that considers both the weight of the nodes and its location in the network hierarchical structure. Chinese character learning strategies, particularly their learning order, are analyzed as dynamical processes over the network. We compare the efficiency of three theoretical learning methods and two commonly used methods from mainstream Chinese textbooks, one for Chinese elementary school students and the other for students learning Chinese as a second language. We find that the DNW method significantly outperforms the others, implying that the efficiency of current learning methods of major textbooks can be greatly improved.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","A Novel Measure of Edge Centrality in Social Networks","10.1016/j.knosys.2012.01.007","1303.1747",NA,"4f6fa4f73cf058f610002fc7",",","Knowledge-Based Systems","4505030","5.0987896285659","720349","83","3781405","130","1.7670852713178","5","96","125","89398","6.4087939640033","16393","81","72906","4","0.58333333333333","1","75","3","article","1288292",1,NA,11,8,9,NA,NA,NA,NA,NA,NA,NA,NA,5.1,"1","88","0","http://dx.doi.org/10.1016/j.knosys.2012.01.007",1362707573,1325376000,",","Computer Science, Social Sciences, Business, Management and Accounting, Decision Sciences, Physical Sciences, ",1363227094,89,"http://www.altmetric.com/details.php?citation_id=1288292",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"262","Forensic Analysis of Phone Call Networks","10.1007/s13278-012-0060-1","1303.1827",NA,"4f6fa6383cf058f610008961",",","Social Network Analysis and Mining","4505030","5.0987896285659","120444","97","4384588","65","4.00096875","2","96","63","89323","6.388510445355","3388","96","85935","3","0.625","1","66","2","article","1292971",NA,1,21,15,19,2,NA,1,NA,NA,NA,NA,NA,28.266,"0","31","0","http://dx.doi.org/10.1007/s13278-012-0060-1",1362963264,1325376000,",",", ",1397667087,31,"http://www.altmetric.com/details.php?citation_id=1292971",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"263","Scaling behavior of online human activity","10.1209/0295-5075/100/48004","1303.2176",NA,"4f6fa6173cf058f6100072d3",",","EPL (Europhysics Letters)","4505550","5.102354651723","3021258","30","1364192","1374","1.7000131099782","387","69","956","89264","6.4091199937265","57829","32","28709","59","0.68534482758621","12","79","47","article","1295028",NA,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"1","8","0","http://dx.doi.org/10.1209/0295-5075/100/48004",1363048769,1325376000,",","Physics and Astronomy, Physical Sciences, ",1363087303,9,"http://www.altmetric.com/details.php?citation_id=1295028",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"264","Adaptive network dynamics and evolution of leadership in collective migration ","10.1016/j.physd.2013.04.014","1303.2242",NA,"4f6fa5123cf058f610003306","01672789,","Physica D","4724675","5.4917733404582","453299","90","4271554","420","1.378062052506","5","98","415","90017","6.6622782172059","10762","88","79255","24","0.56521739130435","1","95","23","article","1295036",NA,1,10,4,6,1,NA,NA,NA,NA,NA,NA,NA,9.524,"0","21","0","http://dx.doi.org/10.1016/j.physd.2013.04.014",1363048777,1356998400,",","Physics and Astronomy, Physical Sciences, ",1426038939,0,"http://www.altmetric.com/details.php?citation_id=1295036",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"265","Flow motifs reveal limitations of the static framework to represent human interactions","10.1103/physreve.87.042814","1303.3245",NA,"arxiv",",","arXiv","4693169","5.4320504964062","857753","81","3831663","297183","2.182716295065","22502","92","274583","89926","6.6014269001946","18145","79","71680","2","21.35","2","1","0","article","1300136",1,1,13,7,9,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"0","21","0","http://dx.doi.org/10.1103/physreve.87.042814",1363223238,1356998400,",",", ",1366713559,21,"http://www.altmetric.com/details.php?citation_id=1300136",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"266","Discovering link communities in complex networks by exploiting link
  dynamics","10.1088/1742-5468/2012/10/p10015","1303.4699",NA,"4f6fa62a3cf058f610007e61",",","Journal of Statistical Mechanics: Theory and Experiment","4505030","5.0987896285659","2128849","48","2178316","256","2.4127215686275","81","60","156","89667","6.5076738117012","39238","50","45398","5","0.4375","1","80","4","article","1310912",NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.25,"0","15","0","http://dx.doi.org/10.1088/1742-5468/2012/10/p10015",1363740037,1325376000,",","Mathematics, Physics and Astronomy, Social Sciences, Decision Sciences, Physical Sciences, ",1363775810,15,"http://www.altmetric.com/details.php?citation_id=1310912",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"267","Quantifying Social Network Dynamics","10.1109/cason.2012.6412380","1303.5009",NA,"arxiv",",","arXiv","4505030","5.0987896285659","1606598","64","2884127","281982","2.5573788801374","42173","84","238286","89559","6.5260538645347","26473","69","62687","1","0","1","1","0","article","1313878",1,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2.75,"0","4","0","http://dx.doi.org/10.1109/cason.2012.6412380",1363868799,1325376000,",",", ",1363985119,4,"http://www.altmetric.com/details.php?citation_id=1313878",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"268","Do scientists trace hot topics?","10.1038/srep02207",NA,NA,"4f6fa8213cf058f61000bc80","xxxx-xxxx,2045-2322,","Scientific Reports","4507280","5.1336924524522","113002","97","4394485","10918","11.16184299716","731","93","10193","89139","7.5750355403982","4221","95","84918","530","12.293323251418","44","91","486","article",NA,2,1,39,34,38,1,NA,NA,NA,NA,NA,NA,NA,30.698,"3","37","0","http://dx.doi.org/10.1038/srep02207",1373973087,1373932800,"science,",", ",1376642866,40,"http://www.altmetric.com/details.php?citation_id=1627700","23856680","Do scientists follow hot topics in their scientific investigations? In this paper, by performing analysis to papers published in the American Physical Society (APS) Physical Review journals, it is found that papers are more likely to be attracted by hot fields, where the hotness of a field is measured by the number of papers belonging to the field. This indicates that scientists generally do follow hot topics. However, there are qualitative differences among scientists from various countries, among research works regarding different number of authors, different number of affiliations and different number of references. These observations could be valuable for policy makers when deciding research funding and also for individual researchers when searching for scientific projects.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Correlations and Scaling Laws in Human Mobility","10.1371/journal.pone.0084954",NA,NA,"4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE","4507509","5.1386389830674","841998","81","3659786","80038","8.3626837087848","19283","75","60568","124205","7.6812453705198","26489","78","97460","7668","8.701973131603","1594","78","6052","article",NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,4.1,"0","24","0","http://dx.doi.org/10.1371/journal.pone.0084954",1389710459,1389571200,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1397157354,24,"http://www.altmetric.com/details.php?citation_id=2042624","24454769","In recent years, several path-breaking findings on human mobility patterns point out a novel issue which is of important theoretical significance and great application prospects. The empirical analysis of the data which can reflect the real-world human mobility provides the basic cognition and verification of the theoretical models and predictive results on human mobility. One of the most noticeable findings in previous studies on human mobility is the wide-spread scaling anomalies, e.g. the power-law-like displacement distributions. Understanding the origin of these scaling anomalies is of central importance to this issue and therefore is the focus of our discussion.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Graphical Analysis of Social Group Dynamics","10.1109/cason.2012.6412375","1303.6088",NA,"arxiv",",","arXiv","4505030","5.0987896285659","1584859","64","2900165","281982","2.5573788801374","40472","85","239815","89383","6.563611241637","25850","70","62934","1","0","1","1","0","article","1321304",NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2.85,"0","1","0","http://dx.doi.org/10.1109/cason.2012.6412375",1364275724,NA,",",", ",1364335166,1,"http://www.altmetric.com/details.php?citation_id=1321304",NA,NA,NA,NA,NA,NA,"1.5.4",NA,NA,NA,NA,NA,NA,NA,NA
"271","Social and place-focused communities in location-based online social networks","10.1140/epjb/e2013-40253-6",NA,NA,"4f6fa4eb3cf058f610002865","1434-6036,","European Physical Journal B -- Condensed Matter","4505617","5.1020565259269","773253","82","3730683","191","9.9228421052632","76","60","115","89685","7.3762791579324","18593","79","71021","9","27.05","9","1","0","article","1591401",NA,NA,12,7,7,NA,NA,NA,NA,NA,NA,NA,NA,4.9,"0","24","0","http://dx.doi.org/10.1140/epjb/e2013-40253-6",1372435315,1372032000,",","Physics and Astronomy, Materials Science, Physical Sciences, ",1,24,"http://www.altmetric.com/details.php?citation_id=1591401",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",NA,NA,NA,NA,NA,NA,NA
"272","Petition growth and success rates on the UK No. 10 Downing Street website","10.1145/2464464.2464518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"book","4104747",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.35,"0","24","0","http://dx.doi.org/10.1145/2464464.2464518",1433588436,1367452800,",",", ",1433588666,24,"http://www.altmetric.com/details.php?citation_id=4104747",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",2,2,2,NA,NA,NA,"9781450318891"
